NAME,the_geom,URL,LINE
Washington Ave & Eastern Pkwy At Nw Corner,POINT (-73.96415217753747 40.672136406270376),http://www.mta.info/nyct/service/,2-3-4
Franklin Ave & Eastern Pkwy At Se Corner,POINT (-73.95788689838822 40.67034264927402),http://www.mta.info/nyct/service/,2-3-4-5-S
Franklin Ave & Eastern Pkwy At Ne Corner,POINT (-73.95764559593519 40.670741030717416),http://www.mta.info/nyct/service/,2-3-4-5-S
Franklin Ave & Fulton St At Sw Corner,POINT (-73.95569777997811 40.681034916213164),http://www.mta.info/nyct/service/,A-C-S
Franklin Ave & Eastern Pkwy At Ne Corner,POINT (-73.9577203183142 40.670926625235474),http://www.mta.info/nyct/service/,2-3-4-5-S
Jay St & York St At Sw Corner,POINT (-73.98665300003906 40.70132133411788),http://www.mta.info/nyct/service/,F
Essex St & Delancey St At Nw Corner,POINT (-73.98827785776714 40.718753074032335),http://www.mta.info/nyct/service/,F-J-M-Z
Flatbush Ave & De Kalb Ave At Se Corner,POINT (-73.98136070401206 40.68986468780064),http://www.mta.info/nyct/service/,B-D-N-Q-R
Beach 90th St & Rockaway Frwy At Se Corner,POINT (-73.81401044668934 40.58772910999135),http://www.mta.info/nyct/service/,A-S
Red Cross Pl & Adams St At Sw Corner,POINT (-73.98891297872152 40.69916149839492),http://www.mta.info/nyct/service/,A-C
Sands St & Adams St At Se Corner,POINT (-73.98827070476256 40.699258549662),http://www.mta.info/nyct/service/,A-C
Court St & Joralemon St At Ne Corner,POINT (-73.99060228644079 40.69260441214509),http://www.mta.info/nyct/service/,2-3-4-5-N-R
144-01 Hillside Avenue,POINT (-73.81182900070576 40.705340333636265),http://www.mta.info/nyct/service/,F
1515 Foster Avenue (Enter From Newkirk Ave Pz),POINT (-73.96278299962148 40.635042334687114),http://www.mta.info/nyct/service/,B-Q
37-01 36 Street (To Manhattan And Brooklyn Only),POINT (-73.92764099903127 40.75221933259898),http://www.mta.info/nyct/service/,E-M-R
4902 12 Avenue,POINT (-73.99461199971715 40.63637533348671),http://www.mta.info/nyct/service/,D
1 Barclay Street (Enter On Park Place),POINT (-74.00822400016119 40.712612332084895),http://www.mta.info/nyct/service/,2-3-A-C-E
486 Clinton Avenue (To Manhattan Only),POINT (-73.96711601759309 40.68367743863933),http://www.mta.info/nyct/service/,A-C
1175 Mc Donald Avenue,POINT (-73.97577719571558 40.624564197747674),http://www.mta.info/nyct/service/,F
135-02 89 Avenue,POINT (-73.81629903408636 40.70097087901288),http://www.mta.info/nyct/service/,E
40-02 75 Street,POINT (-73.89071415330048 40.74655506070698),http://www.mta.info/nyct/service/,7-E-F-M-R
1122 Broadway,POINT (-73.92966699808947 40.693672332740476),http://www.mta.info/nyct/service/,J
729 7 Avenue (Uptown Only),POINT (-73.9835669980853 40.760297332699835),http://www.mta.info/nyct/service/,N-Q-R
421 7 Avenue,POINT (-73.99065000102587 40.75028333388322),http://www.mta.info/nyct/service/,1-2-3
401 7 Avenue,POINT (-73.99112999976678 40.74965633338882),http://www.mta.info/nyct/service/,1-2-3
502 Broadway,POINT (-73.9505447051535 40.70547143940723),http://www.mta.info/nyct/service/,G
2 Ann Street,POINT (-74.00842799968676 40.710692334472014),http://www.mta.info/nyct/service/,2-3-4-5-A-C-J-Z
421 7 Avenue,POINT (-73.99085399865109 40.75031333412546),http://www.mta.info/nyct/service/,1-2-3
92-20 Jamaica Avenue,POINT (-73.85243999690633 40.693432332520246),http://www.mta.info/nyct/service/,J-Z
235 Brook Avenue (To Manhattan Only),POINT (-73.91931400054645 40.80776733502132),http://www.mta.info/nyct/service/,6
101 Avenue I,POINT (-73.97603746586208 40.62614515290905),http://www.mta.info/nyct/service/,F
102 Beverly Road,POINT (-73.9792400001875 40.64271533364951),http://www.mta.info/nyct/service/,F
656 5 Avenue,POINT (-73.97614600085106 40.76042233409885),http://www.mta.info/nyct/service/,E-M
1490 Fulton Street (To Queens Only),POINT (-73.94135896287963 40.67977789566103),http://www.mta.info/nyct/service/,A-C
311 7 Avenue (Uptown Only),POINT (-73.99313799889386 40.747036333741406),http://www.mta.info/nyct/service/,1-2
Nassau Pl & Averill Pl At Sw Corner,POINT (-74.23900680299468 40.51783269375978),http://www.mta.info/nyct/service/,@
75 Richmond Terrace,POINT (-74.07671914943002 40.644724879567114),http://www.mta.info/nyct/service/,@
295 Broadway (To Manhattan Only),POINT (-73.95800999849698 40.70858933343752),http://www.mta.info/nyct/service/,J-M-Z
166 6 Avenue,POINT (-74.00374700179144 40.72558333510693),http://www.mta.info/nyct/service/,A-C-E
701 Seneca Avenue,POINT (-73.90748099965755 40.702836332058396),http://www.mta.info/nyct/service/,M
82-01 Roosevelt Avenue,POINT (-73.88382899762436 40.7478173341866),http://www.mta.info/nyct/service/,7
47 Pine Street,POINT (-74.00887881856795 40.706799954226035),http://www.mta.info/nyct/service/,2-3
1025 Longwood Avenue (To Manhattan Only),POINT (-73.89623400091776 40.81655333231423),http://www.mta.info/nyct/service/,6
573 Lafayette Avenue,POINT (-73.9516544032217 40.69002502607883),http://www.mta.info/nyct/service/,G
180 Central Park West,POINT (-73.97291800122915 40.78089533239274),http://www.mta.info/nyct/service/,A-C-B
4761 Broadway,POINT (-73.92726600010874 40.86575833317052),http://www.mta.info/nyct/service/,A
39-16 111 Street,POINT (-73.85601699973276 40.75169833203271),http://www.mta.info/nyct/service/,7
418 Broadway,POINT (-74.00161700000605 40.71947133251513),http://www.mta.info/nyct/service/,4-6-6 Express-J-Z-N-Q-R
462 Flatbush Avenue (Enter From Lincoln Rd),POINT (-73.96204895809426 40.660858701956336),http://www.mta.info/nyct/service/,B-Q-S
956 8 Avenue,POINT (-73.98281500076227 40.76645233247671),http://www.mta.info/nyct/service/,1-2-A-C-B-D
1720 Broadway,POINT (-73.91127400072213 40.6831813329831),http://www.mta.info/nyct/service/,J-Z
856 Fulton Street (To Queens Only),POINT (-73.96709508186282 40.683388589799904),http://www.mta.info/nyct/service/,A-C
42-01 28 Street,POINT (-73.93797900019608 40.7491433321309),http://www.mta.info/nyct/service/,E-M-R
2154 Fulton Street,POINT (-73.91063400075645 40.67805433491974),http://www.mta.info/nyct/service/,A-C
1 Centre Street,POINT (-74.00409900180482 40.712699334587555),http://www.mta.info/nyct/service/,4-5-6-6 Express-J-Z
626 Manhattan Avenue,POINT (-73.95059200078252 40.72371533223874),http://www.mta.info/nyct/service/,G
344 Classon Avenue,POINT (-73.9601495342233 40.688763233306815),http://www.mta.info/nyct/service/,G
40-33 21 Street,POINT (-73.942132000631 40.75406933235433),http://www.mta.info/nyct/service/,F
1824 Broadway,POINT (-73.98171700111492 40.76870133250205),http://www.mta.info/nyct/service/,1-2-A-C-B-D
602 Marcy Avenue,POINT (-73.94908000050052 40.6939793319714),http://www.mta.info/nyct/service/,G
131 East 60 Street,POINT (-73.9676369984709 40.76264133219434),http://www.mta.info/nyct/service/,4-5-6-6 Express-N-Q-R
2137 Nostrand Avenue,POINT (-73.94750633350763 40.633034617344315),http://www.mta.info/nyct/service/,2-5
70 6 Avenue (To Manhattan Only),POINT (-73.97476299895135 40.680675334318884),http://www.mta.info/nyct/service/,2-3-4
Nostrand Ave & Flatbush Ave At Nw Corner,POINT (-73.94792800106947 40.6332513338326),http://www.mta.info/nyct/service/,2-5
Nostrand Ave & Flatbush Ave At Ne Corner,POINT (-73.94750600040352 40.6328583333864),http://www.mta.info/nyct/service/,2-5
Nostrand Ave & Church Ave At Se Corner (To Manhattan Only),POINT (-73.94941600172926 40.65066333377288),http://www.mta.info/nyct/service/,2-5
Nostrand Ave & President St At Ne Corner,POINT (-73.95047399873106 40.66812833457194),http://www.mta.info/nyct/service/,2-5
Nostrand Ave & Eastern Pkwy At Se Corner,POINT (-73.9503889993228 40.66980433320399),http://www.mta.info/nyct/service/,3-4
Marcy Ave & Myrtle Ave At Nw Corner,POINT (-73.94942299954094 40.695439332414786),http://www.mta.info/nyct/service/,G
Schenectady Ave & Eastern Pkwy At Ne Corner,POINT (-73.93378899753256 40.66902733202899),http://www.mta.info/nyct/service/,3-4
Utica Ave & Eastern Pkwy At Se Corner,POINT (-73.93102884224167 40.66868046959047),http://www.mta.info/nyct/service/,3-4
Broadway & Myrtle Ave At Nw Corner,POINT (-73.93545257786515 40.69685193407327),http://www.mta.info/nyct/service/,J-Z
Bedford Ave & N 7th St At Se Corner,POINT (-73.95768699987525 40.71771933363146),http://www.mta.info/nyct/service/,L
Union Ave & Flushing Ave At Ne Corner (To Queens Only),POINT (-73.94991299999411 40.69996633201096),http://www.mta.info/nyct/service/,G
Hewes St & Broadway At Ne Corner,POINT (-73.95234399890721 40.70662733227162),http://www.mta.info/nyct/service/,J-M
Union Ave & Metropolitan Ave At Se Corner,POINT (-73.95144499803938 40.7137683339522),http://www.mta.info/nyct/service/,G-L
Lorimer St & Broadway At Sw Corner,POINT (-73.94668799939623 40.70331333418702),http://www.mta.info/nyct/service/,J-M
Flushing Ave & Broadway At Se Corner,POINT (-73.94223514739384 40.70059523065588),http://www.mta.info/nyct/service/,J-M
Manhattan Ave & Norman Ave At Nw Corner,POINT (-73.95190599950658 40.72547833294185),http://www.mta.info/nyct/service/,G
Manhattan Ave & Nassau Ave At Nw Corner,POINT (-73.95092800193129 40.72381033210958),http://www.mta.info/nyct/service/,G
Graham Ave & Metropolitan Ave At Se Corner (To Canarsie Only),POINT (-73.94424800001079 40.71444933421255),http://www.mta.info/nyct/service/,L
Grand St & Bushwick Ave At Ne Corner (To Canarsie Only),POINT (-73.94089199996725 40.712035332785035),http://www.mta.info/nyct/service/,L
Morgan Ave & Harrison Pl At Sw Corner,POINT (-73.9319889995685 40.706234334594555),http://www.mta.info/nyct/service/,L
Manhattan Ave & India St At Se Corner,POINT (-73.95441499879658 40.73227033388143),http://www.mta.info/nyct/service/,G
Rutland Rd & E. 98th St At Ne Corner,POINT (-73.92266300147229 40.664932333566156),http://www.mta.info/nyct/service/,3-4
Saratoga Ave & Livonia Ave At Ne Corner,POINT (-73.91534499820608 40.6616753335052),http://www.mta.info/nyct/service/,3-4
Glenwood Rd & Rockaway Pkwy At Nw Corner,POINT (-73.90249800129047 40.64554533359943),http://www.mta.info/nyct/service/,L
Ralph Ave & Fulton St At Se Corner,POINT (-73.92151692997334 40.67871429673853),http://www.mta.info/nyct/service/,A-C
Hopkinson Ave & Fulton St At Nw Corner,POINT (-73.91376868305329 40.678592624337085),http://www.mta.info/nyct/service/,A-C
Palmetto St & Broadway At Sw Corner,POINT (-73.92156499991555 40.68906833164427),http://www.mta.info/nyct/service/,J-Z
Jefferson Ave & Broadway At Ne Corner,POINT (-73.9172950000136 40.68693333268985),http://www.mta.info/nyct/service/,J
Linden St & Broadway At Nw Corner,POINT (-73.92294800031634 40.69014133240498),http://www.mta.info/nyct/service/,J-Z
Snediker Ave & New York Ave At Sw Corner,POINT (-73.90280546701854 40.67569802626433),http://www.mta.info/nyct/service/,L
Alabama Av & Fulton St At Se Corner,POINT (-73.89958599910177 40.67676933350229),http://www.mta.info/nyct/service/,J
Pennsylvania Ave & Liberty Ave At Sw Corner,POINT (-73.8966689994108 40.67423933226326),http://www.mta.info/nyct/service/,A-C
Lirr Bay Ridge Divide & Wilson Ave At Nw Corner,POINT (-73.90467903873439 40.68878759881985),http://www.mta.info/nyct/service/,L
Van Siclen Ave & Pitkin Ave At Se Corner,POINT (-73.89015300028416 40.67250633415435),http://www.mta.info/nyct/service/,A-C
Ashford St & Livonia Av At Sw Corner,POINT (-73.88328999675845 40.666281332288065),http://www.mta.info/nyct/service/,3-4
Shepherd Ave & Pitkin Ave At Se Corner,POINT (-73.88066499711297 40.67400133193887),http://www.mta.info/nyct/service/,A-C
Euclid Ave & Pitkin Ave At Sw Corner,POINT (-73.87208699769359 40.675268332463155),http://www.mta.info/nyct/service/,A-C-S
Euclid Ave & Pitkin Ave At Nw Corner,POINT (-73.87208599841159 40.67548833401942),http://www.mta.info/nyct/service/,A-C-S
Starr St & Wyckoff Ave At Se Corner,POINT (-73.9221190000721 40.70601433381925),http://www.mta.info/nyct/service/,L
Dekalb Ave & Wycoff Ave At Se Corner,POINT (-73.91927299967011 40.70415333209876),http://www.mta.info/nyct/service/,L
Stanhope St & Wycoff Ave At Sw Corner,POINT (-73.91795899905247 40.703342331754556),http://www.mta.info/nyct/service/,L
Stanhope St & Wycoff Ave At Ne Corner,POINT (-73.91760599993933 40.70346133227499),http://www.mta.info/nyct/service/,L
Jefferson St & Wyckoff Ave At Nw Corner,POINT (-73.92372300153897 40.70724233416858),http://www.mta.info/nyct/service/,L
Starr St & Wyckoff Ave At Ne Corner,POINT (-73.9219309979568 40.706216333539494),http://www.mta.info/nyct/service/,L
Forest Ave & Myrtle Ave At Nw Corner,POINT (-73.90220800033413 40.70481633220903),http://www.mta.info/nyct/service/,M
62nd St & 67th Ave At Se Corner,POINT (-73.89555909937303 40.7061153811849),http://www.mta.info/nyct/service/,M
Britton Ave & Broadway At Nw Corner,POINT (-73.88270099911361 40.7429453340658),http://www.mta.info/nyct/service/,E-M-R
126th St & Roosevelt Ave At Nw Corner,POINT (-73.8458003934579 40.754827896442706),http://www.mta.info/nyct/service/,7-7 Express
126th St & Roosevelt Ave At Sw Corner,POINT (-73.84601379262429 40.75423698295849),http://www.mta.info/nyct/service/,7-7 Express
64th Rd & Queens Blvd At Nw Corner,POINT (-73.85955372805647 40.729325244709045),http://www.mta.info/nyct/service/,E-M-R
75th St & Jamaica At Nw Corner,POINT (-73.86659543521641 40.691471443383264),http://www.mta.info/nyct/service/,J-Z
104th St & Jamaica Ave At Ne Corner,POINT (-73.84329542847318 40.695268629061566),http://www.mta.info/nyct/service/,J-Z
Van Wyck Expwy & 89th Ave At Sw Corner,POINT (-73.81641338400604 40.701204446886),http://www.mta.info/nyct/service/,E
Flushing Ave & Broadway At Se Corner,POINT (-73.9419950195667 40.70062960359589),http://www.mta.info/nyct/service/,J-M
Halsey St & Wycoff Ave At Sw Corner (To Canarsie Only),POINT (-73.9052643131339 40.69571257204069),http://www.mta.info/nyct/service/,L
Utica Ave & Fulton St At Nw Corner,POINT (-73.9297254888829 40.67948709980834),http://www.mta.info/nyct/service/,A-C
Washington Ave & Lafayette Ave At Ne Corner,POINT (-73.965670010997 40.68835812522105),http://www.mta.info/nyct/service/,G
Clinton Ave & Lafayette Ave At Sw Corner,POINT (-73.96788613122749 40.687833512358885),http://www.mta.info/nyct/service/,G
Bedford Ave & Lafayette Ave At Se Corner,POINT (-73.95496904120918 40.68933096383658),http://www.mta.info/nyct/service/,G
Bedford Ave & Lafayette Ave At Nw Corner,POINT (-73.95528961373456 40.68955302881855),http://www.mta.info/nyct/service/,G
Utica Ave & Eastern Pkwy At Se Corner,POINT (-73.93072282125708 40.668664701074725),http://www.mta.info/nyct/service/,3-4
St. Pauls Pl & Caton Ave At Se Corner,POINT (-73.96283995927298 40.65145808174842),http://www.mta.info/nyct/service/,B-Q
8th St & Surf Ave At Nw Corner,POINT (-73.97699869575096 40.57549884863381),http://www.mta.info/nyct/service/,F-Q
4th Ave & 10th St At Nw Corner,POINT (-73.98947403263381 40.669850708349585),http://www.mta.info/nyct/service/,D-F-G-N-R
Mcdonald Ave & Avenue J At Nw Corner,POINT (-73.97615660793947 40.6245281414104),http://www.mta.info/nyct/service/,F
Main St & Utah St At Nw Corner,POINT (-74.2509668373961 40.51321562805336),http://www.mta.info/nyct/service/,@
Tracy Av & Arthur Kill Rd At Nw Corner,POINT (-74.24543269040512 40.51538867567504),http://www.mta.info/nyct/service/,@
90th St & Roosevelt Ave At Nw Corner,POINT (-73.87657599780526 40.74854733204278),http://www.mta.info/nyct/service/,7
Woodhaven Blvd & Queens Blvd At Sw Corner,POINT (-73.87097300040743 40.73333033172732),http://www.mta.info/nyct/service/,E-M-R
Horace Harding Expwy & Queens Blvd At Ne Corner,POINT (-73.86873299813652 40.73321333308055),http://www.mta.info/nyct/service/,E-M-R
103rd St & Roosevelt Ave At Se Corner,POINT (-73.86230299936584 40.74977733348032),http://www.mta.info/nyct/service/,7
67th Ave & Queens Blvd At Se Corner,POINT (-73.85349199970813 40.72659533419672),http://www.mta.info/nyct/service/,E-M-R
71st & Queens Blvd At Ne Corner,POINT (-73.84338199924024 40.72149633379517),http://www.mta.info/nyct/service/,E-F-M-R
Union Tpke & Queens Blvd At Se Corner,POINT (-73.83132799716377 40.71397033389443),http://www.mta.info/nyct/service/,E-F
75th & Queens Blvd At Nw Corner (To Manhattan And Brooklyn Only),POINT (-73.83798439668988 40.71902352938854),http://www.mta.info/nyct/service/,E-F
Union Tpke & Queens Blvd At Nw Corner,POINT (-73.8314850004449 40.714928333423615),http://www.mta.info/nyct/service/,E-F
Main St & Roosevelt Ave At Se Corner,POINT (-73.82990999854457 40.75939033244887),http://www.mta.info/nyct/service/,7-7 Express
Main St & Roosevelt Ave At Ne Corner,POINT (-73.8299619987652 40.75971033237781),http://www.mta.info/nyct/service/,7-7 Express
Van Wyck Blvd & Queens Blvd At Sw Corner (To Jamaica Only),POINT (-73.82010000020064 40.708092332517346),http://www.mta.info/nyct/service/,E-F
Van Wyck Expwy & Jamaica Ave At Nw Corner,POINT (-73.81719099905892 40.70266133292056),http://www.mta.info/nyct/service/,E
Sutphin Blvd & Archer Ave At Nw Corner,POINT (-73.80789400054414 40.700768334128405),http://www.mta.info/nyct/service/,E-J-Z
Sutphin Blvd & Hillside Ave At Se Corner,POINT (-73.80949099847594 40.70565033390066),http://www.mta.info/nyct/service/,F
153rd St & Hillside Ave At Sw Corner,POINT (-73.8044910003926 40.70709133377138),http://www.mta.info/nyct/service/,F
Parsons Blvd & Hillside Ave At Sw Corner,POINT (-73.8027959971636 40.7075553332315),http://www.mta.info/nyct/service/,F
168th St & Hillside Ave At Nw Corner,POINT (-73.79491499769279 40.710147332666914),http://www.mta.info/nyct/service/,F
169th St & Hillside Ave At Nw Corner,POINT (-73.79321299740437 40.71082133209386),http://www.mta.info/nyct/service/,F
169th St & Hillside Ave At Ne Corner,POINT (-73.79294799611644 40.71094733202058),http://www.mta.info/nyct/service/,F
179th St & Hillside Ave At Sw Corner,POINT (-73.78450099997391 40.71233533423939),http://www.mta.info/nyct/service/,F
179th St & Hillside Ave At Se Corner,POINT (-73.78430399797587 40.71240033196167),http://www.mta.info/nyct/service/,F
180th St & Hillside Ave At Nw Corner,POINT (-73.78331399901316 40.71290833256529),http://www.mta.info/nyct/service/,F
180th St & Hillside Ave At Sw Corner,POINT (-73.78265200055206 40.7127763330441),http://www.mta.info/nyct/service/,F
Beach 22nd St & Mott Ave At Sw Corner,POINT (-73.7541728188226 40.60474077773217),http://www.mta.info/nyct/service/,A
Beach 106th St & Rockaway Frwy At Nw Corner,POINT (-73.82757699925496 40.583085332106755),http://www.mta.info/nyct/service/,A-S
Beach 106th St & Rockaway Frwy At Nw Corner,POINT (-73.82716600026558 40.58349133416685),http://www.mta.info/nyct/service/,A-S
Beach 98th St & Rockaway Frwy At Nw Corner,POINT (-73.82029499964389 40.5855713330171),http://www.mta.info/nyct/service/,A-S
Beach 67th St & Rockaway Frwy At Sw Corner,POINT (-73.79658499936633 40.590840334007666),http://www.mta.info/nyct/service/,A
Beach 69th St & Rockaway Frwy At Se Corner,POINT (-73.7961000006358 40.591176333331646),http://www.mta.info/nyct/service/,A
Beach 59th Sr & Rockaway Frwy At Sw Corner,POINT (-73.78914999938368 40.592231333730325),http://www.mta.info/nyct/service/,A
Beach 45th St & Edgemere Ave At Sw Corner,POINT (-73.77616499818905 40.59282633167988),http://www.mta.info/nyct/service/,A
Beach 45th St & Edgemere Ave At Ne Corner,POINT (-73.77604699737029 40.59309233555518),http://www.mta.info/nyct/service/,A
Beach 35th & Rockaway Frwy At Sw Corner,POINT (-73.76788499761568 40.59541233222572),http://www.mta.info/nyct/service/,A
Alabama Av & Fulton St At Se Corner,POINT (-73.89958599910177 40.67676933350229),http://www.mta.info/nyct/service/,J
Turnbull Ave & E 105th St At Se Corner,POINT (-73.89917839374357 40.651420852177374),http://www.mta.info/nyct/service/,L
8th Ave & 14th St At Sw Corner,POINT (-74.00280399973542 40.739734332064046),http://www.mta.info/nyct/service/,A-C-E-L
8th Ave & 14th St At Nw Corner,POINT (-74.00265499859174 40.73994933238215),http://www.mta.info/nyct/service/,A-C-E-L
8th Ave & 14th St At Ne Corner,POINT (-74.00225599860114 40.739776334202176),http://www.mta.info/nyct/service/,A-C-E-L
8th Ave & 15th St At Ne Corner,POINT (-74.00176200187924 40.740419333338856),http://www.mta.info/nyct/service/,A-C-E-L
8th Ave & 16th St At Se Corner,POINT (-74.00140199966894 40.740944332239174),http://www.mta.info/nyct/service/,A-C-E-L
8th Ave & 16th St At Ne Corner,POINT (-74.00130799968929 40.74105733212918),http://www.mta.info/nyct/service/,A-C-E-L
Fulton St & Nassau St At Ne Corner,POINT (-74.0075620007281 40.71020733187347),http://www.mta.info/nyct/service/,2-3-4-5-A-C-J-Z
8th Ave & 23rd St At Sw Corner,POINT (-73.99877099960112 40.74527833406074),http://www.mta.info/nyct/service/,A-C-E
8th Ave & 23rd St At Nw Corner,POINT (-73.9986420009571 40.74550533419756),http://www.mta.info/nyct/service/,A-C-E
6th Ave & 14th St At Sw Corner,POINT (-73.99722000022163 40.73742333473165),http://www.mta.info/nyct/service/,1-2-3-L-F-M
6th Ave & 14th St At Nw Corner,POINT (-73.99711099918014 40.73757233368856),http://www.mta.info/nyct/service/,1-2-3-L-F-M
6th Ave & 14th St At Se Corner,POINT (-73.99670399878663 40.73719733436228),http://www.mta.info/nyct/service/,1-2-3-L-F-M
6th Ave & 14th St At Se Corner,POINT (-73.99657800158741 40.737149332617854),http://www.mta.info/nyct/service/,1-2-3-L-F-M
6th Ave & 14th St At Ne Corner,POINT (-73.99643700059151 40.73728633350565),http://www.mta.info/nyct/service/,1-2-3-L-F-M
6th Ave & 16th St At Se Corner,POINT (-73.99568500126198 40.7385293338045),http://www.mta.info/nyct/service/,1-2-3-L-F-M
4th Ave & 14th St At Sw Corner,POINT (-73.99017299900027 40.734474334684464),http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
Broadway & 14th St At Sw Corner,POINT (-73.99127699905243 40.7348913318472),http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
4th Ave & 15th St At Sw Corner,POINT (-73.99028299841088 40.735344334500645),http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
Broadway & 16th St At Ne Corner,POINT (-73.99044699855206 40.7365233318223),http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
7th Ave & 18th St At Nw Corner (Downtown Only),POINT (-73.99803500063747 40.74120633285683),http://www.mta.info/nyct/service/,1-2
7th Ave & 18th St At Se Corner (Uptown Only),POINT (-73.99769799876596 40.740920334529264),http://www.mta.info/nyct/service/,1-2
7th Ave & 18th St At Nw Corner (Downtown Only),POINT (-73.99755699899661 40.741783333492364),http://www.mta.info/nyct/service/,1-2
7th Ave & 18th St At Ne Corner (Uptown Only),POINT (-73.99719699972003 40.74161733318852),http://www.mta.info/nyct/service/,1-2
8th Ave & 23rd St At Ne Corner,POINT (-73.99814500173918 40.74529933406952),http://www.mta.info/nyct/service/,A-C-E
8th Ave & 24th St At Nw Corner,POINT (-73.99814499991251 40.746110332904976),http://www.mta.info/nyct/service/,A-C-E
8th Ave & 25th St At Sw Corner,POINT (-73.99780100062048 40.74660333304583),http://www.mta.info/nyct/service/,A-C-E
Church St & Warren St At Se Corner,POINT (-74.00835699967573 40.714200331567845),http://www.mta.info/nyct/service/,2-3-A-C-E
Broadway & Warren St At Ne Corner,POINT (-74.00676000165208 40.71343733268769),http://www.mta.info/nyct/service/,N-R
8th Ave & 25th St At Nw Corner,POINT (-73.9977109996864 40.746732332153954),http://www.mta.info/nyct/service/,A-C-E
8th Ave & 25th St At Ne Corner,POINT (-73.99714200051643 40.7464833344919),http://www.mta.info/nyct/service/,A-C-E
7th Ave & 23rd St At Se Corner (Uptown Only),POINT (-73.9956080015643 40.743910333969666),http://www.mta.info/nyct/service/,1-2
7th Ave & 23rd St At Nw Corner (Downtown Only),POINT (-73.99581100057392 40.74431333307516),http://www.mta.info/nyct/service/,1-2
7th Ave & 23rd St At Ne Corner (Uptown Only),POINT (-73.99534799900128 40.74412033241566),http://www.mta.info/nyct/service/,1-2
6th Ave & 23rd St At Nw Corner (Downtown Only),POINT (-73.99309900177428 40.743121333706895),http://www.mta.info/nyct/service/,F-M
8th Ave & 33rd St At Sw Corner,POINT (-73.99424300103728 40.75156133439031),http://www.mta.info/nyct/service/,A-C-E
