the_geom,NAME,STREETNAME,HOUSENUM,CITY,ZIP,URL,BIN,BBL,X,Y,SYSTEM,BOROCODE
POINT (-73.99648986636721 40.71333307050747),Chatham Square,East Broadway,33,New York,10002,http://www.nypl.org/locations/chatham-square,1003425,1002800044,985223.098108,199162.996737,NYPL,1
POINT (-73.78636658900808 40.8476919036199),City Island,City Island Avenue,320,Bronx,10464,http://www.nypl.org/locations/city-island,2082611,2056440007,1043355.15999,248186.534188,NYPL,2
POINT (-73.87502060024048 40.82999287527917),Clason's Point,Morrison Avenue,1215,Bronx,10472,http://www.nypl.org/locations/clasons-point,2025381,2037770062,1018836.80778,241690.718112,NYPL,2
POINT (-73.99122081783712 40.764934618394804),Columbus,10th Avenue,742,New York,10019,http://www.nypl.org/locations/columbus,1026706,1010600063,986681.927867,217963.176984,NYPL,1
POINT (-73.94116092350963 40.81483582138157),Countee Cullen,West 136th Street,104,New York,10030,http://www.nypl.org/locations/countee-cullen,1058275,1019200026,1000536.84375,236149.25,NYPL,1
POINT (-74.1011372893581 40.59039133599787),Dongan Hills,Richmond Road,1617,Staten Island,10304,http://www.nypl.org/locations/dongan-hills,5022895,5008830008,956160.468897,154388.115158,NYPL,5
POINT (-73.84506427532864 40.87013970297055),Eastchester,East Gun Hill Road,1385,Bronx,10469,http://www.nypl.org/locations/eastchester,2061767,2047620022,1027101.04421,256330.955892,NYPL,2
POINT (-73.84083712785493 40.88889489584642),Edenwald,East 233rd Street,1255,Bronx,10466,http://www.nypl.org/locations/edenwald,2066596,2049560001,1028257.74202,263166.306066,NYPL,2
POINT (-73.98204888964264 40.738087120390595),Epiphany,East 23rd Street,228,New York,10010,http://www.nypl.org/locations/epiphany,1019661,1009030046,989224.655065,208182.154224,NYPL,1
POINT (-73.93386591312449 40.847870041168214),Fort Washington,West 179th Street,535,New York,10033,http://www.nypl.org/locations/fort-washington,1063632,1021530053,1002547.03885,248186.270081,NYPL,1
POINT (-73.90931635032427 40.85742189422779),Francis Martin,University Avenue,2150,Bronx,10453,http://www.nypl.org/locations/francis-martin,2014579,2032110005,1009335.45802,251672.452413,NYPL,2
POINT (-73.95705320654999 40.813768964572695),George Bruce,West 125th Street,518,New York,10027,http://www.nypl.org/locations/george-bruce,1059688,1019800022,996138,235758,NYPL,1
POINT (-73.97356771683344 40.754067875550625),Grand Central,East 46th Street,135,New York,10017,http://www.nypl.org/locations/grand-central,1036206,1013010023,991573.221234,214005.050058,NYPL,1
POINT (-73.91008714449384 40.844001911750446),Grand Concourse,East 173rd Street,155,Bronx,10457,http://www.nypl.org/locations/grand-concourse,2007870,2028240034,1009127.25502,246782.825054,NYPL,2
POINT (-74.15111164313684 40.55242326280796),Great Kills,Giffords Lane,56,Staten Island,10308,http://www.nypl.org/locations/great-kills,5070285,5054360019,942256.908778,140575.415093,NYPL,5
POINT (-73.97942314417445 40.71978015438276),Hamilton Fish Park,East Houston Street,415,New York,10002,http://www.nypl.org/locations/hamilton-fish-park,1004070,1003350001,989953.874634,201512.516602,NYPL,1
POINT (-73.94803241890192 40.82567237379984),Hamilton Grange,West 145th Street,503,New York,10031,http://www.nypl.org/locations/hamilton-grange,1061938,1020770026,998632.449898,240096.19407,NYPL,1
POINT (-73.94331559838257 40.80616044207548),Harlem,West 124th Street,9,New York,10027,http://www.nypl.org/locations/harlem,1053460,1017220030,999942.468275,232988.107892,NYPL,1
POINT (-73.92355090156951 40.837960016855035),High Bridge,West 168th Street,78,Bronx,10452,http://www.nypl.org/locations/high-bridge,2003163,2025100027,1005404,244578,NYPL,2
POINT (-74.00533101445356 40.72998291458653),Hudson Park,Leroy Street,66,New York,10014,http://www.nypl.org/locations/hudson-park,1009760,1005820018,982772.476696,205229.072859,NYPL,1
POINT (-74.19322900650182 40.534078493080344),Huguenot Park,Huguenot Avenue,830,Staten Island,10312,http://www.nypl.org/locations/huguenot-park,5083401,5068170001,930538,133915,NYPL,5
POINT (-73.89413216580388 40.818670087188615),Hunts Point,Southern Boulevard,877,Bronx,10459,http://www.nypl.org/locations/hunts-point,2005755,2027220063,1013552.86041,237558.447998,NYPL,2
POINT (-73.92586290917251 40.865748720737024),Inwood,Broadway,4790,New York,10034,http://www.nypl.org/locations/inwood,1064894,1022330013,1004755.68262,254701.930603,NYPL,1
POINT (-73.99916928513315 40.73463470830847),Jefferson Market,Avenue of the Americas,425,New York,10011,http://www.nypl.org/locations/jefferson-market,1082668,1006060001,984480.221619,206923.823242,NYPL,1
POINT (-73.90119235962918 40.86906986689302),Jerome Park,Eames Place,118,Bronx,10468,http://www.nypl.org/locations/jerome-park,2015263,2032480070,1011577.97742,255918.689392,NYPL,2
POINT (-73.90770595199646 40.88069989038004),Kingsbridge,West 231st Street,291,Bronx,10463,http://www.nypl.org/locations/kingsbridge,2119474,2057130123,1009772,260154,NYPL,2
POINT (-73.97990195853163 40.74380962013242),Kips Bay,Third Avenue,446,New York,10016,http://www.nypl.org/locations/kips-bay,1018325,1008860051,989819.139587,210267.171631,NYPL,1
POINT (-73.93586246250698 40.82653201339423),Macomb's Bridge,Adam Clayton Powell Jr. Boulevard,2650,New York,10039,http://www.nypl.org/locations/macombs-bridge,1084156,1020370011,1002000.35413,240411.62427,NYPL,1
POINT (-74.16658190502365 40.63469343184469),Mariners Harbor,South Ave,206,Staten Island,10303,http://www.nypl.org/locations/mariners-harbor,5109138,5012660064,938014.8125,170556.270833,NYPL,5
POINT (-73.91758393603561 40.826584558970666),Melrose,Morris Avenue,910,Bronx,10451,http://www.nypl.org/locations/melrose,2001950,2024220001,1007059,240435,NYPL,2
POINT (-73.98169851078917 40.75189156171031),Mid-Manhattan,Fifth Avenue,455,New York,10016,http://www.nypl.org/locations/mid-manhattan-library,1017602,1008690074,989320.702117,213211.573299,NYPL,1
POINT (-73.96477561597041 40.80613025800837),Morningside Heights,Broadway,2900,New York,10025,http://www.nypl.org/locations/morningside-heights,1057018,1018857501,994001.497437,232973.994019,NYPL,1
POINT (-73.85695785375374 40.84802911005552),Morris Park,Morris Park Avenue,985,Bronx,10462,http://www.nypl.org/locations/morris-park,2045398,2041260040,1023824.75876,248269.629823,NYPL,2
POINT (-73.90179407206183 40.83126291201479),Morrisania,East 169th Street,610,Bronx,10456,http://www.nypl.org/locations/morrisania,2004303,2026150023,1011427,242144,NYPL,2
POINT (-73.87838435032448 40.87437981398938),Mosholu,East 205th Street,285,Bronx,10467,http://www.nypl.org/locations/mosholu,2018123,2033410076,1017883.47176,257861.247122,NYPL,2
POINT (-73.92438195200242 40.81158963775246),Mott Haven,East 140th Street,321,Bronx,10454,http://www.nypl.org/locations/mott-haven,2000744,2023150018,1005182.33643,234970.114197,NYPL,2
POINT (-73.9959685690698 40.74448733065495),Muhlenberg,West 23rd Street,209,New York,10011,http://www.nypl.org/locations/muhlenberg,1014150,1007730038,985367.092407,210513.470032,NYPL,1
POINT (-73.99568416859454 40.72413926605543),Mulberry Street Library,Jersey Street,10,New York,10012,http://www.nypl.org/locations/mulberry-street,1007931,1005107501,985446.264038,203100.03479,NYPL,1
POINT (-74.00786921340098 40.71357685109021),New Amsterdam,Murray Street,9,New York,10007,http://www.nypl.org/locations/new-amsterdam,1001446,1001347503,982068.462402,199251.891785,NYPL,1
POINT (-74.11195814748115 40.57193184836513),New Dorp,New Dorp Lane,309,Staten Island,10306,http://www.nypl.org/locations/new-dorp,5052750,5036430005,953146.526106,147666.523943,NYPL,5
POINT (-73.98454684522841 40.7735069911927),"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",Lincoln Center Plaza,40,New York,10023,http://www.nypl.org/locations/lpa,1028832,1011340025,988530.139066,221086.633008,NYPL,1
POINT (-73.98774284104663 40.72890664078863),Ottendorfer,Second Avenue,135,New York,10003,http://www.nypl.org/locations/ottendorfer,1079841,1004640039,987647.201599,204837.145386,NYPL,1
POINT (-73.85835004816082 40.83378098529545),Parkchester,Westchester Avenue,1985,Bronx,10462,http://www.nypl.org/locations/parkchester,2028890,2039300059,1023447.98199,243077.88562,NYPL,2
POINT (-73.82790017237492 40.844317529931516),Pelham Bay,Middletown Road,3060,Bronx,10461,http://www.nypl.org/locations/pelham-bay,2074963,2054040002,1031866.65021,246931.824829,NYPL,2
POINT (-73.8641466616336 40.85487588027384),Pelham Parkway-Van Nest,Barnes Avenue,2147,Bronx,10462,http://www.nypl.org/locations/pelham-parkway-van-nest,2049427,2043210070,1021832,250761,NYPL,2
POINT (-74.13110461508398 40.63758561600359),Port Richmond,Bennett Street,75,Staten Island,10302,http://www.nypl.org/locations/port-richmond,5023763,5010070026,947863.183982,171593.238884,NYPL,5
POINT (-74.13853387646311 40.566530146210184),Richmondtown,Clarke Avenue,200,Staten Island,10306,http://www.nypl.org/locations/richmondtown,5060744,5044700001,945760.325655,145709.109879,NYPL,5
POINT (-73.90277254280693 40.90372277707978),Riverdale,Mosholu Avenue,5540,Bronx,10471,http://www.nypl.org/locations/riverdale,2084790,2058481729,1011126.92097,268543.647017,NYPL,2
POINT (-73.98451216196563 40.77423207861022),Riverside,Amsterdam Avenue,127,New York,10023,http://www.nypl.org/locations/riverside,1077844,1011377501,988539.698792,221350.808228,NYPL,1
POINT (-73.95020567413508 40.76123275727826),Roosevelt Island,Main Street,524,New York,10044,http://www.nypl.org/locations/roosevelt-island,1084695,1013730030,998044.32959,216618.265808,NYPL,1
POINT (-73.94094393837611 40.81464862404033),Schomburg Center for Research in Black Culture,Malcolm X Boulevard,515,New York,10037,http://www.nypl.org/locations/schomburg,1058276,1019200029,1000596.95203,236081.087585,NYPL,1
POINT (-73.98300921762814 40.74811515837409),"Science, Industry and Business Library (SIBL)",Madison Avenue,188,New York,10016,http://www.nypl.org/locations/sibl,1087934,1008647502,988957.81814,211835.634661,NYPL,1
POINT (-73.9174950173068 40.849444506294475),Sedgwick,Martin Luther King Jr. Boulevard,1701,Bronx,10453,http://www.nypl.org/locations/sedgwick,2100281,2028780224,1007075.76389,248763.75,NYPL,2
POINT (-73.98850101814436 40.71440955033492),Seward Park,East Broadway,192,New York,10002,http://www.nypl.org/locations/seward-park,1004053,1003110031,987437.757996,199555.380798,NYPL,1
POINT (-73.86288995608042 40.818709352248625),Soundview,Soundview Avenue,660,Bronx,10473,http://www.nypl.org/locations/soundview,2021838,2035580014,1022200.27514,237584.746993,NYPL,2
POINT (-74.06298045409709 40.59580257046463),South Beach,Robin Road,21-25,Staten Island,10305,http://www.nypl.org/locations/south-beach,5129317,5031210001,966759.435242,156349.637207,NYPL,5
POINT (-73.9146501854584 40.88628523559925),Spuyten Duyvil,West 235th Street,650,Bronx,10463,http://www.nypl.org/locations/spuyten-duyvil,2085867,2059150070,1007849.73462,262187.017822,NYPL,2
POINT (-73.97745211592564 40.784834636708375),St. Agnes,Amsterdam Avenue,444,New York,10024,http://www.nypl.org/locations/st-agnes,1032683,1012290031,990494.140059,225214.103099,NYPL,1
POINT (-74.07667836343802 40.64179934831384),St. George Library Center,Central Avenue,5,Staten Island,10301,http://www.nypl.org/locations/st-george-library-center,5000030,5000050074,962970.001587,173110.499817,NYPL,5
POINT (-74.07786385638836 40.626256522293644),Stapleton,Canal Street,132,Staten Island,10304,http://www.nypl.org/locations/stapleton,5013792,5005260063,962635.966797,167448.122986,NYPL,5
POINT (-73.98223080385785 40.75320442290988),Stephen A. Schwarzman Building,Fifth Avenue at 42nd Street,,New York,10018,http://www.nypl.org/locations/schwarzman,1034194,1012570001,989173.125427,213689.86084,NYPL,1
POINT (-73.97254082689402 40.75680235018433),Terence Cardinal Cooke-Cathedral,Lexington Avenue,560,New York,10022,http://www.nypl.org/locations/cathedral,1036451,1013050013,991857.414795,215001.395386,NYPL,1
POINT (-73.8190949368255 40.82287218481685),Throg's Neck,Cross Bronx Expressway Extension,3025,Bronx,10465,http://www.nypl.org/locations/throgs-neck,2077131,2054390001,1034319.0188,239123.41803,NYPL,2
POINT (-74.14852127833858 40.60960200172146),Todt Hill-Westerleigh,Victory Boulevard,2550,Staten Island,10314,http://www.nypl.org/locations/todt-hill-westerleigh,5035398,5020990005,943012.076233,161405.796814,NYPL,5
POINT (-73.98042071146763 40.72728802667872),Tompkins Square,East 10th Street,331,New York,10009,http://www.nypl.org/locations/tompkins-square,1005147,1004040039,989676.739014,204247.802795,NYPL,1
POINT (-74.24410670826178 40.509531123859375),Tottenville,Amboy Road,7430,Staten Island,10307,http://www.nypl.org/locations/tottenville,5088113,5078990009,916370.601298,125007.163094,NYPL,5
POINT (-73.89834943816875 40.84604568736388),Tremont,Washington Avenue,1866,Bronx,10457,http://www.nypl.org/locations/tremont,2009573,2029180001,1012374,247531,NYPL,2
POINT (-73.8939211860628 40.88277969546436),Van Cortlandt,Sedgwick Avenue,3874,Bronx,10463,http://www.nypl.org/locations/van-cortlandt,2015233,2032460074,1013582.97119,260916.072205,NYPL,2
POINT (-73.85958124409599 40.891085065406706),Wakefield,Lowerre Place,4100,Bronx,10466,http://www.nypl.org/locations/wakefield,2063175,2048320020,1023073.81276,263955.410459,NYPL,2
POINT (-73.93971034945567 40.834548887305765),Washington Heights,St. Nicholas Avenue,1000,New York,10032,http://www.nypl.org/locations/washington-heights,1062551,1021090055,1000933.42401,243331.709412,NYPL,1
POINT (-73.95134169404905 40.770652543462646),Webster,York Avenue,1465,New York,10021,http://www.nypl.org/locations/webster,1045991,1014720028,997727.716143,220050.028126,NYPL,1
POINT (-73.88301210482436 40.844644453005635),West Farms,Honeywell Avenue,2085,Bronx,10460,http://www.nypl.org/locations/west-farms,2013151,2031230061,1016618.11041,247025.773621,NYPL,2
POINT (-74.11482187344863 40.63450894226954),West New Brighton,Castleton Avenue,976,Staten Island,10310,http://www.nypl.org/locations/west-new-brighton,5004936,5001780115,952380.829147,170465.980968,NYPL,5
POINT (-73.84673061822738 40.84086754432402),Westchester Square,Glebe Avenue,2521,Bronx,10461,http://www.nypl.org/locations/westchester-square,2041911,2039860034,1026658.83978,245665.191406,NYPL,2
POINT (-73.86794200000536 40.90043990975718),Woodlawn Heights,Katonah Avenue,4355,Bronx,10470,http://www.nypl.org/locations/woodlawn-heights,2019288,2033800054,1020757.04476,267360.164804,NYPL,2
POINT (-73.90464799347694 40.82061890603643),Woodstock,East 160th Street,761,Bronx,10456,http://www.nypl.org/locations/woodstock,2004700,2026570030,1010641.4422,238265.129822,NYPL,2
POINT (-73.95637252319334 40.77365564161395),Yorkville,East 79th Street,222,New York,10021,http://www.nypl.org/locations/yorkville,1044180,1014330037,996333.697388,221143.422791,NYPL,1
POINT (-73.88723723774561 40.68068925695902),Arlington,Arlington Avenue,203,Brooklyn,11207,http://www.bklynlibrary.org/locations/arlington,3087001,3039230052,1015526,187290,BPL,3
POINT (-74.02953835191357 40.633625713382486),Bay Ridge,Ridge Boulevard,7223,Brooklyn,11209,http://www.bklynlibrary.org/locations/bay-ridge,3147279,3059070001,976051.427146,170124.692281,BPL,3
POINT (-73.95616471363496 40.68181211172472),Bedford,Franklin Avenue,496,Brooklyn,11238,http://www.bklynlibrary.org/locations/bedford,3057384,3019970032,996408,187682,BPL,3
POINT (-73.98900318822345 40.638888838712376),Borough Park,43rd Street,1265,Brooklyn,11219,http://www.bklynlibrary.org/locations/borough-park,3135907,3055980048,987302,172041,BPL,3
POINT (-73.9667748761715 40.57610774698186),Brighton Beach <br> (Closed for Renovation),Brighton First Road,16,Brooklyn,11235,http://www.bklynlibrary.org/locations/brighton-beach,3245028,3086800032,993479.809941,149169.780779,BPL,3
POINT (-73.99134798814833 40.69568255523745),Brooklyn Heights,Cadman Plaza West,280,Brooklyn,11201,http://www.bklynlibrary.org/locations/brooklyn-heights,3001939,3002390016,986649.192368,192732.484336,BPL,3
POINT (-73.94856613670774 40.675370851852314),Brower Park,St. Marks Avenue,725,Brooklyn,11216,http://www.bklynlibrary.org/locations/brower-park,3030731,3012200063,998516.892058,185336.410217,BPL,3
POINT (-73.90860343294449 40.671526655858436),Brownsville,Glenmore Avenue,61,Brooklyn,11212,http://www.bklynlibrary.org/locations/brownsville,3080669,3034890150,1009603.33478,183944.897908,BPL,3
POINT (-73.93961842135727 40.704559063938675),Bushwick,Bushwick Avenue,340,Brooklyn,11206,http://www.bklynlibrary.org/locations/bushwick,3071470,3030980019,1000991.50784,195972.112043,BPL,3
POINT (-73.89952442124468 40.64220845315574),Canarsie,Rockaway Parkway,1580,Brooklyn,11236,http://www.bklynlibrary.org/locations/canarsie,3230120,3082040068,1012134.09612,173266.226024,BPL,3
POINT (-73.99801906031493 40.683213515337584),Carroll Gardens,Clinton Street,396,Brooklyn,11231,http://www.bklynlibrary.org/locations/carroll-gardens,3004336,3003380033,984799.4149,188189.536072,BPL,3
POINT (-73.9682243828713 40.672343526336505),Brooklyn Central Library,Grand Army Plaza,10,Brooklyn,11238,http://www.bklynlibrary.org/locations/central,3029665,3011830002,993064.424288,184230.879292,BPL,3
POINT (-73.94763429707129 40.63574014928098),Clarendon,Nostrand Avenue,2035,Brooklyn,11210,http://www.bklynlibrary.org/locations/clarendon,3327822,3050050033,998784,170898,BPL,3
POINT (-73.96603066603613 40.68737909411427),Clinton Hill,Washington Avenue,380,Brooklyn,11238,http://www.bklynlibrary.org/locations/clinton-hill,3055495,3019450036,993670.827931,189708.997928,BPL,3
POINT (-73.9860619926265 40.57663777607667),Coney Island,Mermaid Avenue,1901,Brooklyn,11224,http://www.bklynlibrary.org/locations/coney-island,3189001,3070190043,988121.893491,149361.441157,BPL,3
POINT (-73.96596507806375 40.640803547205046),Cortelyou,Cortelyou Road,1305,Brooklyn,11226,http://www.bklynlibrary.org/locations/cortelyou,3118362,3051440080,993695.61069,172740.223795,BPL,3
POINT (-73.9481022990789 40.661189307734446),Crown Heights,New York Avenue,560,Brooklyn,11225,http://www.bklynlibrary.org/locations/crown-heights,3106505,3047910046,998648.613907,180169.748962,BPL,3
POINT (-73.8740348780572 40.67270747286009),Cypress Hills,Sutter Avenue,1197,Brooklyn,11208,http://www.bklynlibrary.org/locations/cypress-hills,3252993,3042470033,1019192,184387,BPL,3
POINT (-73.92839866742115 40.694816700021924),DeKalb,Bushwick Avenue,790,Brooklyn,11221,http://www.bklynlibrary.org/locations/dekalb,3073751,3032410018,1004105.21815,192425.023992,BPL,3
POINT (-74.0119885202191 40.616308136970446),Dyker,13th Avenue,8202,Brooklyn,11228,http://www.bklynlibrary.org/locations/dyker,3164019,3063020036,980921.640175,163814.284954,BPL,3
POINT (-73.91494061956683 40.655710884739364),East Flatbush,Church Avenue,9612,Brooklyn,11212,http://www.bklynlibrary.org/locations/east-flatbush,3103597,3047170038,1007851,178181,BPL,3
POINT (-73.93365084956477 40.66848651013449),Eastern Parkway,Eastern Parkway,1044,Brooklyn,11213,http://www.bklynlibrary.org/locations/eastern-parkway,3037543,3013960006,1002656.04192,182831.030713,BPL,3
POINT (-73.95824218248399 40.651925081044595),Flatbush,Linden Boulevard,22,Brooklyn,11226,http://www.bklynlibrary.org/locations/flatbush,3116706,3050860015,995836.99125,176793.029994,BPL,3
POINT (-73.93321325624171 40.61976819625962),Flatlands,Flatbush Avenue,2065,Brooklyn,11234,http://www.bklynlibrary.org/locations/flatlands,3219626,3078680039,1002790.96816,165081.715818,BPL,3
POINT (-74.0313694054087 40.61637311059178),Fort Hamilton,Fourth Avenue,9424,Brooklyn,11209,http://www.bklynlibrary.org/locations/fort-hamilton,3155499,3061140037,975540.954742,163839.288185,BPL,3
POINT (-73.9239376273276 40.59137103427607),Gerritsen Beach,Gerritsen Avenue,2808,Brooklyn,11229,http://www.bklynlibrary.org/locations/gerritsen-beach,3343823,3089230920,1005375,154738,BPL,3
POINT (-73.9718084463328 40.590544390004084),Gravesend,Avenue X,303,Brooklyn,11223,http://www.bklynlibrary.org/locations/gravesend,3194486,3071740096,992079.8111,154428.920851,BPL,3
POINT (-73.95069497514092 40.72602806688718),Greenpoint,Norman Avenue,107,Brooklyn,11222,http://www.bklynlibrary.org/locations/greenpoint,3065691,3026210032,997916,203792,BPL,3
POINT (-73.98624641554409 40.605693037370436),Highlawn,West 13th Street,1664,Brooklyn,11223,http://www.bklynlibrary.org/locations/highlawn,3175253,3066180034,988069,159947,BPL,3
POINT (-73.96059936964683 40.5952368631223),Homecrest,Coney Island Avenue,2525,Brooklyn,11223,http://www.bklynlibrary.org/locations/homecrest,3200560,3073710080,995192.206778,156139.708768,BPL,3
POINT (-73.88924363004107 40.63446013901777),Jamaica Bay,Seaview Avenue,9727,Brooklyn,11236,http://www.bklynlibrary.org/locations/jamaica-bay,3234514,3083000001,1014990.8006,170446.747803,BPL,3
POINT (-73.97543590517284 40.63129183260273),Kensington,18th Avenue,4207,Brooklyn,11218,http://www.bklynlibrary.org/locations/kensington,3416544,3054160014,991068.171997,169273.970642,BPL,3
POINT (-73.94112492296973 40.594861515121615),Kings Bay,Nostrand Avenue,3650,Brooklyn,11229,http://www.bklynlibrary.org/locations/kings-bay,3202630,3074050920,1000600.67398,156005.993812,BPL,3
POINT (-73.95310584865699 40.610256667276076),Kings Highway,Ocean Avenue,2115,Brooklyn,11229,http://www.bklynlibrary.org/locations/kings-highway,3182576,3067830068,997270.3519,161612.833977,BPL,3
POINT (-73.94793571283621 40.71364488802169),Leonard,Devoe Street,81,Brooklyn,11211,http://www.bklynlibrary.org/locations/leonard,3068818,3027620021,998683.47309,199280.871173,BPL,3
POINT (-73.93480547027619 40.68300490204431),Macon,Lewis Avenue,361,Brooklyn,11233,http://www.bklynlibrary.org/locations/macon,3046408,3016650001,1002331.79978,188120.254715,BPL,3
POINT (-73.989440154021 40.62309139633207),Mapleton,60th Street,1702,Brooklyn,11204,http://www.bklynlibrary.org/locations/mapleton,3132091,3055180004,987181.420593,166285.554016,BPL,3
POINT (-73.95128349802154 40.69162308733465),Marcy,DeKalb Avenue,617,Brooklyn,11216,http://www.bklynlibrary.org/locations/marcy,3049472,3017740081,997759.848625,191257.138861,BPL,3
POINT (-74.01183730763366 40.62918753393924),McKinley Park,Fort Hamilton Parkway,6802,Brooklyn,11219,http://www.bklynlibrary.org/locations/mckinley-park,3143032,3057710012,980964.255141,168506.584215,BPL,3
POINT (-73.96031449280875 40.62589330718781),Midwood,East 16th Street,975,Brooklyn,11230,http://www.bklynlibrary.org/locations/midwood,3179706,3067090054,995266.261748,167308.683149,BPL,3
POINT (-73.91702120710569 40.61986842104019),Mill Basin,Ralph Avenue,2385,Brooklyn,11234,http://www.bklynlibrary.org/locations/mill-basin,3235910,3083630009,1007286.0799,165122.073021,BPL,3
POINT (-73.88607053682676 40.665159369730134),New Lots,New Lots Avenue,665,Brooklyn,11207,http://www.bklynlibrary.org/locations/new-lots,3090726,3040900001,1015856.95613,181632.442887,BPL,3
POINT (-74.00337654508532 40.608009349952326),"New Utrecht <br> (Temporary Closed, will reopen later this Summer (2016).",86th Street,1743,Brooklyn,11214,http://www.bklynlibrary.org/locations/new-utrecht,3165745,3063430064,983312.456916,160790.610883,BPL,3
POINT (-73.97858353651877 40.68346662977525),Pacific,Fourth Avenue,25,Brooklyn,11217,http://www.bklynlibrary.org/locations/pacific,3018376,3009280006,990189.847229,188282.473022,BPL,3
POINT (-73.91998488083019 40.63263699303789),Paerdegat,East 59th Street,850,Brooklyn,11234,http://www.bklynlibrary.org/locations/paerdegat,3214944,3077620053,1006459.07335,169773.235963,BPL,3
POINT (-73.98345536969875 40.66823507229803),Park Slope,6th Avenue,431,Brooklyn,11215,http://www.bklynlibrary.org/locations/park-slope,3022144,3010060001,988839.694397,182732.887634,BPL,3
POINT (-74.0103430690854 40.6752407736475),Red Hook,Wolcott Street,7,Brooklyn,11231,http://www.bklynlibrary.org/locations/red-hook,3008650,3005770029,981381,185285,BPL,3
POINT (-73.93035653080916 40.64861929304924),Rugby,Utica Avenue,1000,Brooklyn,11203,http://www.bklynlibrary.org/locations/rugby,3103730,3047210028,1003575.67963,175593.560791,BPL,3
POINT (-73.97596652755537 40.61587982519312),Ryder,23rd Avenue,5902,Brooklyn,11204,http://www.bklynlibrary.org/locations/ryder,3172049,3065480037,990922.429626,163658.927185,BPL,3
POINT (-73.91513241598248 40.68481004767251),Saratoga,Thomas S. Boyland Street,8,Brooklyn,11233,http://www.bklynlibrary.org/locations/saratoga,3040218,3014980035,1007787.51197,188782.594926,BPL,3
POINT (-73.95537377987904 40.58701342922593),Sheepshead Bay,East 14th Street,2636,Brooklyn,11235,http://www.bklynlibrary.org/locations/sheepshead-bay,3204896,3074580020,996644.96582,153144.400024,BPL,3
POINT (-73.88586614058737 40.653209761333976),Spring Creek,Flatlands Avenue,12143,Brooklyn,11207,http://www.bklynlibrary.org/locations/spring-creek,3098071,3044130025,1015919.33333,177278.944444,BPL,3
POINT (-73.90524945420668 40.66449962821875),Stone Avenue,Mother Gaston Boulevard,581,Brooklyn,11212,http://www.bklynlibrary.org/locations/stone-avenue,3084596,3037940018,1010536.49463,181385.742798,BPL,3
